0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.062 0.139 0.179 0.163 0.244 0.174 0.238 0.250 0.189 0.186 0.235 0.216 0.188 0.191 0.210 0.204 0.220 0.176 0.196 0.167 0.151 0.125 0.200 0.179 0.133 0.164 0.152 0.134 0.286 0.137 0.160 0.163 0.145 0.152 0.162 0.101 0.208 0.155 0.249
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.159 0.151 0.138 0.202 0.157 0.194 0.202 0.171 0.154 0.188 0.169 0.145 0.147 0.164 0.190 0.174 0.131 0.154 0.140 0.117 0.134 0.156 0.148 0.098 0.131 0.136 0.111 0.248 0.101 0.127 0.159 0.127 0.136 0.132 0.135 0.197 0.156 0.202
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.202 0.177 0.294 0.190 0.279 0.277 0.205 0.211 0.268 0.239 0.216 0.238 0.238 0.206 0.244 0.231 0.219 0.151 0.124 0.110 0.227 0.173 0.179 0.159 0.179 0.155 0.333 0.187 0.196 0.186 0.155 0.165 0.182 0.107 0.194 0.167 0.279
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.111 0.250 0.038 0.225 0.187 0.249 0.022 0.179 0.137 0.081 0.205 0.108 0.192 0.130 0.180 0.068 0.186 0.171 0.206 0.085 0.192 0.070 0.100 0.205 0.156 0.289 0.136 0.073 0.089 0.061 0.215 0.031 0.200 0.281 0.186 0.192
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.239 0.105 0.215 0.192 0.229 0.112 0.181 0.151 0.116 0.187 0.136 0.156 0.150 0.169 0.118 0.144 0.148 0.202 0.123 0.148 0.105 0.097 0.203 0.142 0.272 0.149 0.113 0.132 0.094 0.193 0.098 0.165 0.263 0.164 0.194
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.276 0.068 0.105 0.174 0.237 0.104 0.135 0.179 0.083 0.163 0.244 0.144 0.100 0.194 0.236 0.205 0.280 0.180 0.241 0.218 0.210 0.175 0.246 0.086 0.171 0.198 0.311 0.250 0.232 0.240 0.300 0.215 0.305 0.100
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.252 0.217 0.262 0.056 0.208 0.166 0.112 0.229 0.139 0.186 0.161 0.201 0.101 0.185 0.177 0.200 0.117 0.186 0.083 0.110 0.218 0.154 0.316 0.154 0.097 0.065 0.056 0.217 0.045 0.185 0.292 0.168 0.222
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.065 0.181 0.212 0.063 0.101 0.152 0.075 0.132 0.242 0.112 0.078 0.167 0.225 0.187 0.274 0.151 0.239 0.197 0.185 0.174 0.232 0.074 0.154 0.177 0.290 0.229 0.226 0.217 0.289 0.211 0.298 0.059
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.204 0.171 0.020 0.055 0.111 0.105 0.083 0.232 0.060 0.098 0.123 0.224 0.188 0.282 0.106 0.238 0.173 0.156 0.184 0.229 0.119 0.154 0.143 0.262 0.202 0.249 0.184 0.287 0.231 0.296 0.011
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.245 0.202 0.198 0.213 0.153 0.216 0.220 0.204 0.139 0.222 0.180 0.171 0.196 0.220 0.216 0.211 0.200 0.089 0.200 0.207 0.153 0.208 0.286 0.230 0.167 0.234 0.223 0.106 0.239 0.204
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.163 0.121 0.066 0.195 0.090 0.193 0.114 0.170 0.050 0.188 0.170 0.213 0.068 0.194 0.071 0.096 0.202 0.160 0.275 0.131 0.066 0.107 0.073 0.217 0.040 0.211 0.278 0.197 0.176
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.048 0.102 0.096 0.077 0.224 0.057 0.088 0.116 0.215 0.180 0.272 0.099 0.228 0.163 0.149 0.181 0.218 0.121 0.145 0.135 0.252 0.192 0.239 0.175 0.275 0.231 0.285 0.019
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.060 0.111 0.037 0.206 0.023 0.094 0.072 0.198 0.158 0.247 0.056 0.210 0.127 0.112 0.168 0.192 0.164 0.124 0.097 0.212 0.152 0.225 0.133 0.248 0.228 0.257 0.061
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.142 0.034 0.188 0.053 0.119 0.024 0.177 0.153 0.222 0.019 0.187 0.084 0.084 0.174 0.165 0.215 0.110 0.059 0.159 0.103 0.207 0.079 0.219 0.245 0.222 0.115
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.134 0.205 0.121 0.064 0.158 0.184 0.147 0.231 0.146 0.198 0.168 0.162 0.145 0.194 0.117 0.124 0.163 0.259 0.199 0.181 0.192 0.250 0.190 0.251 0.101
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.200 0.028 0.113 0.041 0.193 0.163 0.243 0.026 0.204 0.108 0.102 0.180 0.183 0.194 0.121 0.078 0.187 0.132 0.222 0.108 0.244 0.247 0.244 0.089
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.204 0.207 0.190 0.131 0.175 0.205 0.192 0.089 0.171 0.165 0.213 0.150 0.285 0.167 0.180 0.208 0.174 0.157 0.180 0.211 0.256 0.169 0.231
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.104 0.066 0.198 0.164 0.250 0.050 0.210 0.126 0.112 0.173 0.195 0.173 0.125 0.094 0.209 0.151 0.226 0.130 0.254 0.234 0.258 0.066
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.135 0.175 0.139 0.221 0.123 0.190 0.140 0.148 0.126 0.182 0.141 0.104 0.134 0.236 0.180 0.193 0.170 0.234 0.185 0.250 0.096
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.186 0.157 0.225 0.021 0.194 0.083 0.085 0.183 0.167 0.230 0.118 0.058 0.152 0.100 0.215 0.072 0.226 0.254 0.220 0.128
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.129 0.163 0.187 0.083 0.157 0.149 0.173 0.141 0.275 0.161 0.174 0.197 0.155 0.154 0.168 0.192 0.199 0.190 0.224
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.141 0.161 0.148 0.141 0.113 0.157 0.127 0.245 0.143 0.151 0.201 0.142 0.154 0.152 0.181 0.167 0.192 0.190
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.231 0.183 0.169 0.169 0.172 0.116 0.320 0.168 0.192 0.194 0.172 0.120 0.188 0.162 0.191 0.156 0.283
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.197 0.091 0.092 0.181 0.172 0.214 0.118 0.064 0.166 0.112 0.217 0.087 0.231 0.252 0.229 0.111
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.160 0.161 0.204 0.155 0.290 0.170 0.183 0.197 0.160 0.143 0.174 0.189 0.237 0.162 0.239
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.083 0.164 0.116 0.260 0.093 0.048 0.108 0.066 0.174 0.061 0.175 0.241 0.160 0.176
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.155 0.117 0.247 0.112 0.075 0.150 0.091 0.173 0.088 0.187 0.212 0.187 0.161
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.166 0.210 0.111 0.160 0.244 0.191 0.165 0.193 0.196 0.111 0.212 0.186
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.284 0.128 0.134 0.168 0.139 0.129 0.145 0.194 0.206 0.140 0.230
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.204 0.239 0.352 0.291 0.253 0.281 0.336 0.241 0.337 0.111
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.099 0.178 0.129 0.149 0.126 0.187 0.190 0.194 0.156
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.138 0.086 0.194 0.069 0.198 0.234 0.190 0.147
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.073 0.224 0.085 0.163 0.315 0.148 0.265
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.187 0.039 0.149 0.259 0.160 0.205
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.197 0.192 0.183 0.165 0.248
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.181 0.266 0.172 0.188
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.241 0.157 0.288
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.270 0.231
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.299
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
